"","Choline*","Serine","Diethanolamine*","Hypotaurine","Cytosine","Creatinine","Proline","Succinate","Guanidinoacetate","Betaine","Threonine","Taurine","Pipecolate*","Creatine","Leucine","Malate","Ureidopropionic acid*","L-(-)-Asparagine","DL-Ornithine","aspartic acid dianion","Adenine","D-erythronic acid","Hypoxanthine","1-methylnicotinamide","Trigonelline*","Urocanate*","O-Phosphorylethanolamine*","Proline Betaine","alpha-Ketoglutaric acid","Glutamine","g-Butyrobetaine*","D-2-Hydroxyglutaric acid","L-Pyroglutamic acid*","DL-Lysine","Nudifloramide*","Imidazolelactic acid*","Indole-3-acetaldehyde*","N6-METHYLLYSINE","Aminoadipate","N-Methylglutamate*","L-Cartinine","Phenylalanine","DL-Methionine Sulfoxide","7-Methylguanine*","Uric acid","Guanidinoethyl sulfonate*","Pyridoxal*","3-Methylhistidine","aconitate","Î²-Glycerophosphate*","N-Acetylasparagine","N-Acetylornithine*","Citrulline","Inositol*","Mannitol","Methionine sulfone","Phosphorylcholine","N-Alpha-Acetyllysine","N6-Acetyllysine","Homo-L-arginine","L-Targinine*","beta-Asp-Gly","Glycyl-Aspartate (RT = 9.466)","D-gluconate anion","Tryptophan","N,N-dimethylarginine","Acetylcarnitine","gamma-Glutamylglycine","Phosphocreatine","Acetylarginine*","Ala-Gln*","propionylcarnitine","Pantothenate (RT = 2.976)","Carnosine","Ergothioneine","Isobutyrylcarnitine","Cystine*","Anserine","Uridine","Cytidine","Tiglylcarnitine (RT = 2.835)","Isovalerylcarnitine","Malonyl-L-carnitine","g-Glutamylcysteine*","5'-Deoxyadenosine","Choline Alfoscerate","Glucosamine 6-phosphate*","Hexanoylcarnitine (RT = 2.766)","fructose 6-phosphate","Succinylcarnitine","Thiamine","Adenosine","Inosine (RT = 4.831)","gamma-Glu-gln","saccharopine","1-Methyladenosine*","Guanosine","Argininosuccinate","Methylthioadenosine (RT = 2.546)","N-Acetylaspartylglutamate*","Glutathione Reduced","N-Acetylneuraminate","Decanoylcarnitine (RT = 2.603)","cytidine 5′-monophosphate","UMP","Nicotinamide Mononucleotide","Lauroylcarnitine*","Adenosine monophosphate","Inosinic acid","3-Hydroxydodecanoylcarnitine (RT = 2.765)","Guanosine monophosphate","S-Adenosylhomocysteine","Deoxycholic acid*","S-Adenosyl-L-methionine","UDP*","3-hydroxyhexadecanoylcarnitine","Cocarboxylase*","adenosine 3',5'-bisphosphate","Guanosine 5'-diphosphate (GDP)*","CDP-ethanolamine","Citicoline","Maltotriose*","Adenosine triphosphate (ATP)","Cyclic ADP-ribose","Adenosine diphosphate ribose","Uridine diphosphategalactose","GDP-Fucose*","GDP-Mannose","Uridine diphosphate-N-acetylgalactosamine","Oxidized Glutathione","CMP-N-Acetylneuraminate","NADH","Maltotetraose*","Nicotinamide adenine dinucleotide phosphate (NADP+)","NADPH","Glycolate*","Coenzyme A","FAD*","Acetyl-Coa*","lactate anion*","Alanine","Beta-Alanine","Sarcosine"
"MSJ01_HG_006_b",438451674.11642,92740261.5103797,1040654971.07251,25204857.4125877,28846672.8053375,841868761.255324,1362070593.61187,83094000.6535382,110553158.461025,6152977415.17297,57648873.2070333,2673060822.14497,36405375.1627224,30426985221.1543,696198479.586882,451854489.988757,19164.0893471851,44120961.9719648,16602533.573888,123143160.38791,182972109.884697,500898691.883063,137174906.190782,19164.0893471851,7505233.53263288,19830708.4065451,91631089.3126354,513281971.732288,27285757.3073035,753543386.448701,542810687.177497,19164.0893471851,19164.0893471851,130254019.003584,238779.662603899,226449469.429106,3143636.16807777,5335011.31026155,9746735.37718947,27491461.586146,14504337259.9986,19164.0893471851,7885101.01126367,17836879.7717087,75320736.0138832,11426624.2613874,579055.979697043,173527982.043724,56909240.8004939,28901078.4929273,6380219.22712226,171809315.549639,134948437.384414,203432557.326227,314009061.124154,19164.0893471851,995602319.330463,23674189.7297672,9916107.48089933,8259002.492784,6773356.07869108,13952157.698066,1183536.78019436,137946029.563601,40241003.1649776,46296799.3392745,6160631564.83922,2954182.36314721,619153580.692239,12086265.9596513,2480549.44031837,289189790.402571,503838723.436081,1222145180.39344,19164.0893471851,58100763.8419087,1403711.33572858,135753346.963201,85498321.6312474,74458255.2211953,2704218.94363348,56220925.0822313,29355621.9618379,14510749.2070015,19164.0893471851,562670960.932228,19164.0893471851,3394403.76500485,9411061.08831693,661937406.56483,2760144.86793428,4308590221.25655,196255019.700234,23560936.3303453,20303667.0467188,9786835.0812615,9610938.95549157,1283318.9879614,5980799.62239012,2261177.03199773,2220850705.36702,22592295.6037444,1687862.07908898,7805365.12456299,9459000.0658324,2858652.20257263,2354568.84591058,1322377144.14208,6174939.04653779,19164.0893471851,12111570.452024,7861394.6665806,13276567.5573474,165990055.507752,10488670.2202643,4266225.42207104,10673438.3644442,148076527.446201,2206692.18616166,11989372.8384357,48105380.4313675,1144802.42330065,57910815.6541903,6712312.12495572,25986956.942101,11216076.667353,607350.889468838,675472.67957133,18984461.2559577,19164.0893471851,2030274.37129716,65162059.6080579,2687855.14970023,4080615.80048001,1107887.00989978,1879621025.65847,5193902.93803608,16767813.0219979,19164.0893471851,1443166172.43317,313862918.551826,49934146.1901675,16737720.9165246
"MSJ01_HG_014_b",432933037.564403,150753767.746147,2003259218.85325,26153235.4044455,26184563.7249831,739955417.491025,948427532.857248,140442897.270434,37836727.6049992,4275684501.94595,139121872.198296,3175994873.28818,38114655.6461082,33746722865.0997,728126200.007046,637551407.665414,19787.8292607469,70425130.6744135,10734992.5270852,140850864.245036,131021673.846527,167462868.413404,139902809.124987,19787.8292607469,12000370.3362641,4928376.41201701,63043948.7285204,507630440.857861,32116393.824248,1003110186.89154,416861568.999574,56898443.8008852,19787.8292607469,186451729.71658,19787.8292607469,136218872.338876,19787.8292607469,6711930.00807244,7727910.32238301,37517282.1026342,14543228512.1544,40746499.2773953,12053775.6282088,14345010.7280744,68293496.5142252,19787.8292607469,460649.254010291,211555008.484514,98527911.1571282,55189781.3704873,4696174.06342091,178846827.426163,199118964.494491,112826479.843446,336809245.689177,4221750.05205594,714301522.656719,26760908.3812989,13864699.7819492,4633074.63811646,5590415.22808564,15603616.7358022,1679923.51788284,110204494.138756,43019082.7452267,46797625.2966598,15624144640.1084,3096643.52423752,671052769.279053,8907720.34106854,4051397.00855761,286106051.755518,1284973014.94622,1437960612.4207,19787.8292607469,175343740.023012,19787.8292607469,151026663.717739,101552371.271391,80175102.1903034,4703760.83556401,36747457.1822926,24453311.4377947,8770424.14943469,2645516.96087336,264151025.251008,19787.8292607469,6147200.62361223,9012781.65176003,770565017.308244,2168320.00624702,3770980442.33395,204902222.330393,21144801.6841227,20002933.4715914,10247193.4602178,5240515.63374507,2194017.15837638,8566889.56252626,537719.190963315,2623048673.57002,12224536.4997686,19787.8292607469,10107174.7019116,10579983.3981671,3464778.35131001,2269214.05746991,1285848364.58245,11888777.7799761,19787.8292607469,13571609.4630083,5361251.99207839,19787.8292607469,207430194.040167,10261541.2992062,3913413.10193617,11991824.5059126,188355963.786265,2626401.12325783,15173129.4397708,33217853.8827493,1172782.74853808,62787599.5037435,8967495.91966421,23658524.4233585,11130635.2936396,692537.74820743,983324.036193253,18903951.1105984,17214723.8337898,2066823.72773927,114366916.688784,2650544.5431764,9844105.252571,1856789.5411387,1898613737.58541,6319750.53984976,21592942.9259574,2440479.15038318,2354836297.94936,310819052.217769,35557550.7377032,21545139.6103378
"MSJ01_HG_012_b",453328838.969705,29340505.2733624,830300717.104735,36147538.8475735,12984437.4649839,993064518.855254,1323537401.54417,56299449.069881,68997171.9631409,3646443174.25026,257784304.755417,3414789930.94251,33106884.5738814,27932204118.43,820572931.571775,455023456.506291,19625.1742194405,56749296.8338523,20478737.2748105,85812445.5644081,96735992.8874918,358138883.209201,49617206.8767978,19625.1742194405,5351190.05273978,9052446.20275991,53380804.2589279,484873082.156937,27770300.0539701,676344098.116462,583118065.365974,56430741.2244805,19625.1742194405,202714953.288365,19625.1742194405,95134086.5562779,19625.1742194405,9490962.51374178,6004534.2319691,75349338.4236604,17471239232.9166,33262320.5860274,11666136.4986848,12580328.2957435,44464176.2687421,19625.1742194405,607959.454895203,177438145.006142,77822156.4028462,28203269.1392765,3292090.66513984,292029278.446182,251445511.762412,186522719.588272,313264883.476074,4187047.46189033,1398869435.109,21961364.4547565,9678155.98727816,4100612.52658783,5669765.58142764,13942566.3246154,937155.007782561,151187484.041192,42665467.8747583,44711082.9628006,6987462509.51795,2319703.16380982,1672984833.91556,10456235.3687432,4018094.71253047,199055865.521461,1388096614.49659,433873167.205822,19625.1742194405,82559548.9649442,19625.1742194405,161798666.076288,45162400.0769541,37405363.4163726,3708915.57208613,45625945.4888431,23216372.5427784,10860038.536451,2242399.11548199,1111671746.13096,19625.1742194405,5125594.40076116,6164012.1165957,776111846.377372,2833170.63281686,2530157149.77658,169437676.507712,11230149.3663067,12054036.0591879,8271565.44106653,5264167.98392645,1226112.28638965,6553675.33237248,661841.99530197,2616801453.40588,10759136.027806,19625.1742194405,7392496.45772131,7474759.2845718,7984672.23315968,1763608.97183361,742648808.213385,7630760.05330982,19625.1742194405,5693294.62995881,4759253.97444571,19625.1742194405,177338368.350035,10456011.3276736,533312.753680283,10847419.927759,107412979.802522,2604812.22749966,18088068.4847372,35238535.47625,1304239.2214166,85358712.5234014,8489549.0771244,13945506.3936069,12702366.1341636,937344.379076924,975241.158095961,15658755.5056266,18699682.2916079,1342758.46733512,15736891.1402429,1751800.33476563,8539696.60723296,2928133.38741363,1915154991.77156,3310998.47915605,20131620.2077591,4146877.44308194,928662898.229917,208117973.277722,20209085.3396136,21368039.559236
"MSJ01_HG_006",585735479.079964,81859454.2177605,276396922.365557,25600789.9151774,43286832.5161919,1098717533.49832,1248165202.12891,83398733.1052731,102954245.765839,6450785709.17821,41316807.8807679,3204591588.34518,24173516.115587,31311350492.0584,626438740.934206,557638311.877012,19465.1299653041,44814039.6039574,14639264.1029847,112115007.422822,121527547.571138,508767098.729204,96818817.2405142,19465.1299653041,4929803.70322564,20142220.6630521,61366931.5586941,621125788.451925,12936322.2366887,935590437.040327,710318262.926556,19465.1299653041,19465.1299653041,124040107.092996,229956.085079134,181020710.269988,4099760.77470611,6850771.66570896,7337932.78940686,32283987.9433335,18290463708.1079,19465.1299653041,9692953.06380619,16898393.8407233,42853225.3323769,14624972.1551423,700101.61805437,162902639.002114,64996698.6763013,31830446.8315588,6249888.30944552,198957103.390313,114156453.034988,122740892.384001,383295268.191593,19465.1299653041,809269946.702345,22134875.3781251,14086698.4475815,8797152.67501042,7779843.77892937,12244628.8476639,1331563.35085633,115929892.557698,42466024.5038252,55210368.6926913,5988526121.63065,3464659.34032148,1680131032.1587,12276124.0274847,3548539.75766325,256218618.761593,592231179.089065,1536678429.08922,19465.1299653041,99528474.0347766,822172.020280892,160401844.416731,62015993.5228395,31700275.384143,4092840.14291685,43708500.9545673,34193498.8155039,14738692.4623008,19465.1299653041,588334082.200077,19465.1299653041,4628247.69811106,7147160.70130104,776662381.596333,2803502.82260082,3009499767.83863,136352508.506042,11916821.0175945,19557673.3278866,12259169.2986439,5770960.72707808,1660806.79555546,10896482.3811201,1217994.74379894,2182316652.53973,13674269.9465171,1714375.99448476,7316556.26658414,5768156.18737831,3108659.45282915,1531408.00860212,884616556.849228,7285688.99561003,19465.1299653041,9045568.33693853,6390056.01933272,13485123.5722748,160971083.163557,15128935.2160512,4333241.76262487,13873437.7648594,172286102.823869,2541476.5143499,13438477.9914816,48861047.6168804,893231.86585112,207995662.451958,11555947.6768584,26945101.9151775,15730360.9213726,1514000.85101258,964196.816763593,21617756.8936003,19465.1299653041,3513253.45409271,22255567.5533721,2134370.20784441,16570994.3031137,1475389.79898745,1862514618.77511,11589162.3055934,38646012.6009462,19465.1299653041,1435164667.47404,336575187.699513,41802467.35808,28646412.0075292
"MSJ01_HG_009",708482599.572637,18983222.1347215,312161241.129473,20388.7735654492,34992597.3143609,1018947850.36699,817735989.345932,180374469.587263,61447554.2967355,4133649218.29163,88165689.8393333,3312673398.53649,20600485.9297753,32157760204.2578,463738765.095437,577228384.967292,20388.7735654492,29272628.4392052,16261920.9564252,71881158.7043093,278086369.654162,385944341.722128,254503876.535225,20388.7735654492,20388.7735654492,20388.7735654492,48045367.6015846,377479603.807947,20388.7735654492,721105239.66756,498648212.84358,55304129.6129484,5277122778.31985,96401634.0736328,185414.813680081,175131623.898677,20388.7735654492,11426113.3676334,7308417.06039009,27379596.5532485,14906424780.258,32029797.0658211,10648958.6622455,13299705.9055253,104752085.384108,20388.7735654492,685715.791949943,217084338.385835,85756893.990281,92399086.7687763,20388.7735654492,114666949.310191,128134961.190387,132315343.268397,352262594.996674,20388.7735654492,1527431320.15684,17168660.3332347,16298237.3478174,3769812.94229649,4424964.28526214,12720866.4680928,1085334.06848689,20388.7735654492,40332021.4593687,37828527.354024,11783167999.9914,20388.7735654492,631152709.017322,7485497.65324778,20388.7735654492,277868211.779338,743076124.540471,1025384195.00346,20388.7735654492,168227474.947733,517205.92701143,173920452.619515,133931112.386015,99217560.1544955,20388.7735654492,25381512.3913095,29643578.5522742,15796858.7368699,7040117.03228339,544811048.025247,20388.7735654492,6944697.56664514,10420515.8391657,598512887.071591,20388.7735654492,5916532935.3081,466289694.29161,18736603.6504113,16936074.9254355,8508567.95973902,16961121.403185,2582770.3665996,11193508.2403186,1235576.09773498,2823071963.06384,24604990.0154195,3188970.16296891,9725330.42473491,9139535.40492682,4946354.29191305,1325719.70448237,1388946838.84488,23440773.0497789,2916819.92757256,17305233.0135183,11994517.7912309,4253005.86666626,146284531.643989,12998864.2604964,3084496.63763843,14158885.7733183,219905735.188293,2979972.11580807,15356767.9788223,48607255.8987546,2108308.26492288,134766402.734424,10965405.9196878,28914542.7583403,13625689.3113396,1505076.62036418,20388.7735654492,22566374.2549035,15895494.6096247,2986865.94818544,35144810.1128446,4009894.00446934,17327981.3673934,1195693.83370622,2021015393.61618,9227625.57141058,38463345.7554052,5885557.14898305,3501730603.4098,294102188.593152,49302109.1243323,15854219.0033334
"MSJ01_HG_007_b",259603673.482783,45188082.5984067,350680996.476205,30372583.6361481,48745144.3987101,1050384846.00987,1025551597.72864,251598283.916059,94514725.3662868,5169773091.20128,127594050.967563,3536126592.48548,32983449.9761473,35072556036.9773,327023787.193304,947928659.973464,20282.1511507408,34920018.1359632,15368854.8866191,157195953.946044,343450206.556555,321169284.30201,165999738.844515,20282.1511507408,6157110.40020129,33937908.3441076,70377114.6046027,471259179.587502,4788383.50779837,807140441.667064,554601433.335021,46052997.3782903,5738859231.9156,139612793.552329,289422.5882468,105028764.223951,20282.1511507408,5027576.70035345,7910728.48134333,26937534.911607,14722519941.3905,36843811.3339913,8141297.08849641,15350312.0869005,131476481.500554,14126553.7774016,809123.929146095,235677197.185852,20282.1511507408,101560730.801132,7097383.1330124,119663191.881598,151712043.345335,149625416.129554,557156722.139734,20282.1511507408,1246478609.50214,21118842.4962619,12852676.1533964,4831550.26136704,7073580.82240125,17667773.8269462,1526390.3828339,85057465.1852576,43762513.1925558,40829088.2175954,16155415593.9929,20282.1511507408,489834452.072194,10593280.6291344,20282.1511507408,198541181.592699,1562230196.25118,956890550.089429,20282.1511507408,271172467.327632,964330.072976965,215621689.156801,97209207.4619869,105213412.362731,5245612.96550133,43544744.2437375,38539647.194843,26230671.8445467,5421052.33754145,321279268.939332,20282.1511507408,16794399.9293533,7707100.59374953,695299590.104187,1459453.33166,4194504448.43356,349950495.305258,18867303.7427455,19780799.5182041,10403667.2320715,11558068.6956722,4545147.09905952,7977022.00849817,2319399.839137,2799248695.43937,8722421.67005094,7177231.86556253,10730647.6406916,10635244.2860917,3600990.44694279,14350922.2661945,1514177626.06652,12063050.7217679,20282.1511507408,16116747.3284734,9010110.6885536,11577501.5779327,187387322.101704,14803020.5248256,23364451.2322341,13513884.8737041,250015917.211728,3895429.60721925,15557828.9590383,37982802.8426184,2378386.54400004,75422432.670551,9060996.76557702,19386776.3186865,13080982.4771799,1000762.36751829,720800.853012717,26384124.5843106,20282.1511507408,2578102.48606218,122553454.184828,2020058.20115289,6470412.46401494,1875061.76454388,1947872900.90414,5435728.62075638,25988859.7679386,2451021.75421035,3971821435.6389,416995798.91634,77028693.0860304,12777727.5390035
"MSJ01_HG_003_b",457070397.209722,45383649.8660017,1346977270.98097,29789096.6550946,47902820.5382592,632326176.921226,818548025.312149,56907452.0614745,82068190.451281,3545512381.51941,109899460.514007,2441469483.36974,27998926.0648366,27476399102.5787,645156535.092094,382954085.165856,20857.3662075953,43053721.6501411,11042552.3411399,169484490.572109,341402462.250285,285775682.718992,259683563.827362,20857.3662075953,8133896.59967237,34900409.5961983,76162857.6889571,469682804.168153,7185282.02531457,890438354.848112,329498268.835308,34383375.1297323,5740616443.89021,200332596.467635,313535.108301727,78919272.4587416,20857.3662075953,5444363.72635205,11583498.6758925,32333416.8342171,10416646142.5766,30374847.9344464,6368388.66143057,12233797.5993234,109983481.91413,14527192.0713298,712208.652476267,162831581.737429,20857.3662075953,29016535.9467657,4601518.71481697,95045946.4588646,189745744.965848,183217337.935547,82467246.8636454,20857.3662075953,1121231321.80764,22594968.5056745,9247063.96783593,5620176.58380599,7274192.19565662,15165934.952138,1578381.50808012,81513475.6983017,46822777.1189009,39301491.0555887,7259015952.37614,20857.3662075953,399686797.692034,10893712.9883095,20857.3662075953,225332508.148097,988233104.866734,821144977.097007,20857.3662075953,53260665.0277613,991679.10383821,70952559.0245523,131913121.952783,113090840.640104,5259435.34226263,44779701.6380356,18969128.4295885,10190572.4883623,5574796.92337828,384646873.504009,20857.3662075953,15918949.9548367,8275646.34984543,484262126.229386,2023020.56660125,7644245383.45434,466177644.023356,82377595.339331,46174252.4452775,9166939.33099962,30475857.7507211,1460383.36075418,4450781.51133179,1502273.03642902,2060332998.32374,33696033.4656434,10328934.2198802,5982696.19415923,6445587.74809447,2858754.58428185,18028178.6680791,963483167.335669,13645616.958265,20857.3662075953,13538068.1660699,11029487.3640043,10096567.639029,121045084.943023,9044201.31018979,575922.137031577,7525931.71026645,110010842.897683,4005906.53574307,9821542.86516471,39384434.399628,2437764.01598896,25322612.2064286,3747456.69363337,14459349.4744065,10697498.8888496,1610182.08054489,1177358.88156619,14959504.1285966,20857.3662075953,2727836.45260256,24738560.9641399,3410072.42956356,13442744.7232483,2282060.71495982,1915567727.72007,8556671.4465079,10698828.7116858,4394916.51277955,1897614946.88908,219951609.76525,31620040.4634869,13140112.2396299
"MSJ01_HG_010",563207739.069349,23783609.2163817,384158743.329075,28129238.6537225,29003237.455294,1188916278.01666,912031431.525516,85752584.5769186,69507660.9515332,4692909278.7097,100608117.362153,3469909033.2399,26885022.793113,33845797921.9477,513816676.330782,504712151.446321,21282.8953323324,61542859.7572356,9529538.12068706,92928762.052633,176934791.555397,413444287.345354,120979574.460753,21282.8953323324,9411608.17892256,11613433.7187362,55306148.160064,414154498.775295,50757173.6206426,835947500.83097,532579781.899546,66976356.1232133,21282.8953323324,107086528.820593,21282.8953323324,228526308.270277,21282.8953323324,6439532.61422004,4824735.16893344,28349708.2324789,19752680346.8558,36006432.9182234,11803155.9355283,14676828.7772106,62679361.3320156,21282.8953323324,812213.137582098,243117676.440319,66466331.7510998,33257988.7739433,5539839.71645186,126076920.268709,152809714.728084,151188836.629243,368749991.482274,5631941.81272343,1612417520.7285,22054577.3972721,14867159.991181,4023141.12731811,5187078.76646289,12117594.1611867,1159255.59053304,118530975.934813,41219076.6283246,44193247.9634067,7584992155.14477,3395775.14314799,1452801232.39068,7822018.94591101,3881788.17133148,243471867.71637,892978275.602845,1146410899.38445,21282.8953323324,53295111.9942612,21282.8953323324,184503973.500313,17727979.4305067,69996609.2698147,3886899.77412384,39523905.0546861,33144051.0221789,15315727.8754825,2416393.71960454,521605926.648802,21282.8953323324,2904151.80653173,6921145.86039013,630046094.53866,2236862.58026767,4210017140.28872,223606543.043106,18853275.3578264,16331040.9445974,10003052.884294,7856780.43688956,1723852.1977555,12896330.7145385,2116733.00177886,2554933889.86951,28250574.6188542,21282.8953323324,8035303.54838471,6142489.91545576,5246599.04804236,1912579.46222539,1113906461.41503,8983135.32579815,21282.8953323324,10698766.2910977,7807260.03751334,21282.8953323324,169944070.873594,15678611.422744,2212595.85895753,14800034.6658043,181937408.876318,2631352.54211051,14587469.5337487,45737131.9145736,1307628.25117508,175387346.130217,11741060.9002285,29972085.0437075,16888910.9404143,1603605.0202296,1065215.58148837,22995068.5494582,18515379.3628259,3172119.47064605,17726707.1518887,2897924.15605441,18558780.6837692,3175470.22546682,1954147219.53018,6797238.21616382,37780207.6542575,3502359.43613511,1197850646.97676,277322688.658688,44665205.7120923,21063412.7454122
"MSJ01_HG_013_b",331199166.969072,149790889.218416,961411289.569949,19822.7769494828,71032156.4812289,852557305.23914,1107408470.99953,313595862.422765,53886636.6383158,4804910490.21937,157764360.374361,3062859655.92476,23999893.0370167,33174455674.6926,775301535.473793,867280106.556353,19822.7769494828,52834422.8575929,13820119.7157957,119865417.331054,213097812.93471,399120050.983733,397494800.703786,19822.7769494828,19822.7769494828,19822.7769494828,63033621.1887115,587121929.81187,19822.7769494828,1008284507.60414,420482649.522107,57402934.7520564,5693113033.4185,224269997.752706,234492.519898015,83639932.7525997,19822.7769494828,7694365.8212867,8151768.63659284,36879127.1570399,12308500726.4067,24793776.3459471,13880465.504325,16622666.0371423,133980086.34965,19822.7769494828,573434.412244208,220713448.589854,91517086.3121034,113095969.053425,19822.7769494828,185255586.501998,231248465.972541,147161926.983345,296789545.677276,19822.7769494828,825457396.856529,25477017.0100149,14537897.4190886,4534060.08315486,5209076.79061197,15557570.9056093,1392124.44432408,19822.7769494828,51108394.908563,55614614.2904269,16420015033.477,19822.7769494828,917804364.620366,6571301.05815176,19822.7769494828,272734246.684398,1240723082.1534,1492787735.19147,19822.7769494828,411814318.618809,551664.890295284,158278416.831645,132369587.676596,53761521.9110458,19822.7769494828,58612252.1731932,24919250.6224245,13318973.8547815,6844681.91189774,347997876.233078,19822.7769494828,10042506.5811872,13119409.7893617,740704048.92726,19822.7769494828,4846737496.9182,503846090.936046,18194864.7652672,19309187.5231764,9952343.68769331,17369511.3415784,2456618.09074487,10161867.6966892,600057.121150696,2436622712.23426,15370514.8908675,3268933.90620105,8586641.77340194,6495686.63736356,5304433.95212847,7332672.99645679,779103448.085802,31230396.2951875,3224595.92347895,11687793.3520895,12858151.6192515,6631677.66613295,214110960.840096,7207137.83547809,19051469.1839448,12970335.1831945,116413021.498762,2985025.74370114,15369370.1278612,44001823.5868193,2120780.59009105,55119257.668095,9967366.37816423,12907534.889475,8328626.1760341,600742.064722595,19822.7769494828,17071965.8606787,8796397.92141395,2857092.46743697,79342647.0195773,3473180.53007468,5238724.67035645,1069430.45748737,1923552838.52677,2147016.20141207,20390326.7403429,5358203.27350511,6278891923.47229,364881001.193963,49856397.1453144,15722020.5913657
"MSJ01_HG_017_b",320132972.354449,104978375.558134,1047307493.22499,25945807.2064301,48348338.1878771,1253755513.12421,1202988195.27442,240611662.481327,90141485.1619886,6291139183.64359,191417123.93708,3111811261.64004,44748993.3307633,33747067598.2487,557028479.811184,621483698.489928,18478.6850321994,39032226.3976409,15032890.201776,474194799.524171,242853022.926627,271271551.412524,149149647.627143,18478.6850321994,9415447.11190601,2414641.59053863,76697770.2517367,78928354.8829045,13183697.681598,698105475.06849,741576187.649892,18478.6850321994,18478.6850321994,307093283.508916,18478.6850321994,149312151.463144,18478.6850321994,5670433.38758392,15108364.1248498,62098474.0328788,6682764001.96152,18478.6850321994,19138185.0000335,22564160.8543187,21244897.2744186,18478.6850321994,392349.386346415,259646816.958546,64472648.945282,52763031.3471721,5734882.34791123,140703051.392469,216848232.720498,218445776.022744,251481237.806262,4139481.34148192,1735491598.97826,33825593.5932252,12496623.7501525,5564331.60473697,4859404.05091852,18159566.0387482,18478.6850321994,136815040.723844,74238317.2306718,48408068.0902777,36605814621.791,6600210.48795778,550796604.092703,10964368.4036992,18478.6850321994,238583848.288026,1071724253.76085,878947656.323491,18478.6850321994,1199680413.99381,2273890.59237381,243525746.964988,146178800.564767,122533994.629681,7109000.88721015,142904662.789734,41362069.0019968,10388323.93329,3578751.03132975,485565278.554626,18478.6850321994,66122667.1081165,26102947.1567206,879158362.33121,1895556.24698054,5663868074.94378,338854493.515016,15234179.260291,38229365.2290846,15351824.6730742,14456730.2229786,4424142.29894751,9124122.69169377,1428022.7573757,2973571620.79204,21573868.6477093,18478.6850321994,8923840.14681538,7942590.44212721,5993171.76733825,18478.6850321994,1087071175.81804,13716310.3709723,18478.6850321994,12577929.0524391,8063041.14241059,63942032.1380506,210673791.015202,12948224.3714167,16771019.5400639,9201344.41058796,141531367.000623,18478.6850321994,15433009.2783506,18478.6850321994,1669516.22859916,73665853.3402122,9923281.40178853,15217276.4006825,15218595.926635,842428.255444895,755500.574537983,26316655.8948864,12810249.3599165,2850681.64833327,44456205.9978099,2789766.56492468,18478.6850321994,2710239.31791962,1861521682.11412,13038812.97198,19560024.4072275,3455969.96039271,6136476534.61664,339429339.042082,60872714.2244667,18478.6850321994
"MSJ01_HG_011_b",485469914.727351,31180796.5979755,652342288.348438,20318.5504667778,110745307.802893,1157959387.18278,1475298222.801,233398015.308561,76728781.9268619,4311317296.76859,312988603.802058,4403413688.18816,42944206.7889518,37441226411.8857,603055321.351163,749610559.692645,20318.5504667778,79139847.284506,24154117.4993756,133334276.691919,497086458.480486,396858616.08952,274336957.933039,20318.5504667778,20318.5504667778,20318.5504667778,65630563.7349931,583232346.172386,20318.5504667778,725358877.238289,850642072.035593,64208625.8067168,5793046538.65876,278146883.737124,295938.287211388,142196345.913506,20318.5504667778,14886714.8136186,5844445.85122506,113413752.25906,22278977452.451,25413876.0291237,13518867.3271123,16169733.5447467,55523914.7783181,20318.5504667778,683354.04676875,231221072.656514,89491114.660929,95626893.8001914,20318.5504667778,399182858.153183,195811533.637467,196903858.443204,215719777.472505,20318.5504667778,3005675443.50661,27340454.1125904,13224493.667321,3450768.76740923,5339357.34257109,23612235.2735377,1310743.8514937,20318.5504667778,64580152.2341836,47243643.4052404,18994888029.8687,20318.5504667778,568153822.982669,10583210.9676095,20318.5504667778,257616238.245588,1526788740.63175,534009525.376955,20318.5504667778,217471505.596979,900247.189391864,285295704.303055,264746626.660833,237293766.500544,20318.5504667778,88451238.737533,35237573.431015,13064509.3290995,11069537.6595248,1274497939.21053,20318.5504667778,10293672.6424762,24107974.8474317,1307269644.39118,20318.5504667778,10607686904.4979,778978764.321202,21145885.6224274,22588866.7081866,11923246.7820701,26936745.5900733,2422897.1470855,13140555.977567,1828529.27357192,3661517173.19777,18644778.0466139,3177986.69867689,12788775.7734741,12454976.5095264,3712445.63183559,4940549.70325722,2543102217.77303,52183342.9406807,2906773.80425264,27003943.5455182,20180892.051899,5388492.80310187,246212599.940265,12245921.0757821,1453964.86381307,17446136.0234734,210289788.678721,3059682.12085466,23797041.6934056,109023614.219191,3617184.88888917,78819846.890827,10631573.7563803,40404119.6402833,14396639.424266,1118644.24853019,20318.5504667778,25941624.0993125,22665096.1256394,2568334.39121158,50512840.5131783,6616505.04121716,8489541.82314398,1995133.04925827,1865886177.27944,11662040.7559732,34320898.1707939,5119140.95727533,5647762092.47464,308053554.085733,35314354.9000506,16115232.978683
